age,income,transaction_amount,credit_score,account_balance,years_customer,education,employment_status,region,account_type,target
36.0,30920.0,170.06,592.0,31355.55,3.0,High School,Employed,Central,Standard,0
27.0,30070.0,303.63,631.0,19009.61,6.0,Bachelor,,East,Standard,0
30.0,84038.0,687.71,694.0,2265.12,2.0,Bachelor,Retired,South,Premium,0
23.0,,1241.68,568.0,58769.87,6.0,Bachelor,,North,Basic,0
28.0,131906.0,205.61,577.0,14215.39,6.0,,Employed,West,VIP,1
34.0,94654.0,293.89,622.0,85835.1,3.0,,,North,Basic,0
18.0,25205.0,1148.69,570.0,98286.87,5.0,High School,,Central,Standard,0
40.0,10000.0,221.96,850.0,45774.02,2.0,PhD,Employed,South,Premium,1
53.0,110024.0,327.46,749.0,11557.0,6.0,Bachelor,Student,Central,Standard,0
26.0,107743.0,1174.34,625.0,58301.74,4.0,Other,Employed,North,VIP,0
62.0,,810.36,660.0,57387.86,4.0,Bachelor,Employed,West,Basic,0
47.0,121466.0,139.48,521.0,13335.37,9.0,Other,Employed,South,Premium,1
55.0,49300.0,196.37,682.0,64693.03,4.0,Bachelor,Retired,East,Standard,0
30.0,41297.0,217.67,709.0,31606.28,2.0,High School,Employed,East,Basic,1
52.0,132167.0,1219.42,,84549.19,1.0,,Self-Employed,East,Basic,0
23.0,,3421.8,614.0,58791.79,6.0,Master,Employed,South,Basic,1
53.0,61148.0,743.62,577.0,43295.09,2.0,High School,,West,Basic,1
42.0,,331.14,760.0,96331.79,7.0,,Self-Employed,North,Standard,0
48.0,59463.0,5.11,756.0,49122.42,6.0,Master,,North,VIP,1
22.0,26369.0,597.82,681.0,88729.44,3.0,Master,Unemployed,West,Basic,0
,34749.0,246.62,660.0,26431.01,5.0,High School,Employed,West,Basic,0
48.0,,501.18,550.0,44177.52,,High School,Student,East,Standard,0
25.0,27821.0,466.58,592.0,8388.82,5.0,Bachelor,Retired,East,VIP,0
46.0,27083.0,327.76,626.0,42275.77,3.0,Master,Employed,South,Premium,0
19.0,21845.0,1444.67,596.0,89449.28,5.0,High School,,North,Basic,0
52.0,40513.0,11.71,695.0,82946.22,6.0,High School,Employed,West,Basic,0
21.0,28023.0,622.63,518.0,97570.61,7.0,Bachelor,,North,Standard,0
48.0,54273.0,263.68,546.0,74973.39,6.0,High School,,,Basic,1
49.0,10000.0,625.52,,27148.83,4.0,High School,Employed,Central,VIP,1
29.0,,562.3,524.0,16083.13,7.0,Master,,,Premium,0
48.0,40345.0,5.15,730.0,17951.65,4.0,High School,,West,Basic,1
43.0,28324.0,167.97,741.0,,3.0,High School,,Central,Basic,0
31.0,31637.0,104.8,514.0,38224.71,5.0,High School,Retired,North,Basic,1
24.0,10216.0,91.35,673.0,41403.71,4.0,Bachelor,,West,Premium,0
18.0,48299.0,651.85,617.0,86057.4,6.0,PhD,Employed,North,Standard,1
45.0,60966.0,136.92,649.0,72666.51,9.0,High School,,Central,Basic,0
18.0,,321.93,692.0,20927.38,8.0,PhD,,Central,Standard,0
,83364.0,141.84,485.0,17110.13,5.0,Master,Employed,Central,Premium,0
36.0,42668.0,434.03,735.0,82193.27,5.0,Bachelor,,Central,VIP,1
50.0,53260.0,637.51,691.0,95360.87,,PhD,Employed,West,Premium,1
35.0,41145.0,201.04,736.0,18514.24,8.0,Bachelor,Employed,West,Premium,1
35.0,62946.0,461.94,501.0,95176.14,3.0,,,West,Standard,0
50.0,,871.07,647.0,42973.72,3.0,Master,Employed,North,Standard,0
45.0,17767.0,49.48,692.0,90565.91,6.0,Bachelor,Self-Employed,East,Standard,1
44.0,129252.0,620.09,684.0,75085.72,7.0,Bachelor,Unemployed,West,Standard,1
47.0,10000.0,195.15,,90511.07,6.0,Bachelor,,West,VIP,0
18.0,32463.0,65.42,686.0,64514.75,5.0,,,Central,Premium,0
51.0,92764.0,17688.97,,15700.98,6.0,High School,Student,East,Basic,0
49.0,33704.0,128.26,742.0,6036.61,1.0,High School,Student,North,Standard,0
,26264.0,861.2,611.0,62711.23,6.0,Bachelor,Employed,West,Premium,1
36.0,40277.0,21.92,666.0,5835.58,5.0,Bachelor,Retired,Central,Standard,0
39.0,27378.0,51.93,774.0,23598.66,0.0,Other,,North,Basic,1
37.0,37222.0,368.02,649.0,20623.04,4.0,Master,Employed,West,Basic,0
45.0,21021.0,444.51,621.0,42710.37,4.0,Master,Self-Employed,West,Basic,0
61.0,88162.0,654.46,556.0,59738.03,6.0,High School,,North,Standard,0
56.0,113392.0,150.05,543.0,,7.0,Bachelor,Employed,North,Standard,1
20.0,32639.0,921.82,553.0,93619.2,9.0,High School,,West,VIP,0
49.0,11977.0,1530.32,647.0,98237.38,,Bachelor,,East,VIP,0
,23883.0,345.61,825.0,76382.34,8.0,Master,Self-Employed,Central,Premium,0
45.0,31344.0,714.67,625.0,92129.7,2.0,,Self-Employed,North,Standard,1
56.0,54416.0,372.06,647.0,79062.57,6.0,Master,Employed,East,Basic,1
70.0,16213.0,36.0,705.0,91060.12,6.0,High School,,West,Basic,0
55.0,19627.0,197.35,593.0,10417.52,4.0,Bachelor,,Central,,0
43.0,54641.0,45.78,759.0,96157.49,3.0,Bachelor,Employed,Central,Premium,1
55.0,76966.0,2249.47,610.0,23456.31,2.0,Bachelor,Student,East,Premium,0
42.0,,130.05,748.0,56847.0,3.0,,Student,South,Premium,1
,12499.0,505.16,698.0,51682.75,4.0,Bachelor,,South,VIP,0
,500000.0,167.28,656.0,56446.21,6.0,Bachelor,Employed,North,Standard,1
63.0,67957.0,17151.28,,70202.95,,High School,Employed,Central,Basic,1
27.0,29330.0,118.12,725.0,53959.76,5.0,High School,Student,,Premium,0
62.0,72782.0,769.19,641.0,68874.8,5.0,Bachelor,,East,VIP,0
47.0,32873.0,58.72,609.0,53438.85,2.0,High School,Employed,North,Standard,0
19.0,72673.0,1127.61,777.0,1204.31,9.0,Bachelor,Self-Employed,East,Basic,0
45.0,41254.0,917.61,481.0,62736.65,2.0,Bachelor,Employed,Central,Standard,0
18.0,39066.0,567.86,771.0,55520.13,3.0,High School,Employed,North,Standard,0
49.0,33161.0,34.9,812.0,58584.42,9.0,,Employed,,Standard,1
53.0,11408.0,116.96,578.0,156.05,8.0,High School,,South,Premium,0
31.0,171180.0,980.78,597.0,46874.68,2.0,,Employed,West,Basic,1
41.0,,65.04,560.0,87497.72,8.0,Bachelor,Employed,Central,VIP,0
69.0,12234.0,84.76,719.0,33255.54,1.0,High School,,Central,Standard,0
32.0,30629.0,392.63,598.0,44488.2,7.0,Other,Employed,West,Premium,0
24.0,16828.0,160.22,640.0,12244.42,6.0,Bachelor,Unemployed,West,Premium,0
62.0,34843.0,125.56,700.0,45023.43,4.0,Bachelor,Employed,North,Premium,0
69.0,62957.0,428.79,521.0,39577.84,3.0,High School,Employed,South,Standard,0
40.0,,233.07,527.0,88304.06,7.0,Bachelor,,Central,Basic,1
55.0,69688.0,75.74,676.0,3544.05,9.0,Bachelor,Employed,West,Standard,1
60.0,28438.0,382.7,619.0,95121.62,5.0,Bachelor,Employed,North,Standard,0
28.0,37785.0,244.71,570.0,57640.32,4.0,High School,Employed,Central,Standard,0
32.0,50327.0,663.1,650.0,52963.44,5.0,Master,Employed,East,Standard,1
58.0,10000.0,54.21,640.0,88620.21,3.0,High School,Employed,Central,Standard,1
65.0,57323.0,484.6,577.0,19100.94,3.0,Bachelor,Employed,East,Basic,0
48.0,,286.79,662.0,20901.34,4.0,High School,,South,Standard,1
26.0,185772.0,260.49,570.0,87442.59,7.0,Other,Student,North,Basic,1
69.0,,132.17,,92944.43,10.0,High School,Student,South,Standard,1
32.0,31322.0,15.45,634.0,83781.13,5.0,Bachelor,Unemployed,South,Standard,1
34.0,19618.0,940.92,797.0,4126.5,5.0,Bachelor,,Central,Premium,0
45.0,21939.0,197.57,545.0,65206.92,7.0,Bachelor,Employed,Central,Basic,0
63.0,223971.0,,602.0,45113.74,5.0,Bachelor,Self-Employed,South,VIP,0
52.0,77056.0,1474.3,,80782.47,7.0,High School,,North,Basic,1
46.0,10515.0,416.19,565.0,15813.39,1.0,Bachelor,,Central,Basic,0
46.0,120978.0,253.04,652.0,92033.27,10.0,High School,,East,Basic,1
40.0,94333.0,,491.0,33540.08,4.0,High School,Retired,South,Basic,0
48.0,,1359.38,564.0,32322.93,8.0,High School,Employed,Central,Standard,0
18.0,46414.0,572.97,,17842.74,7.0,Bachelor,,North,Premium,0
35.0,35883.0,547.23,636.0,695.03,3.0,Bachelor,Unemployed,Central,Premium,0
43.0,,277.7,729.0,31274.32,6.0,PhD,Employed,Central,Basic,1
22.0,19205.0,932.32,628.0,14832.41,7.0,Bachelor,Employed,West,Premium,0
45.0,,625.31,624.0,73813.96,3.0,Bachelor,Employed,North,Basic,0
36.0,25783.0,166.47,585.0,75663.78,3.0,Other,,Central,Standard,0
66.0,11539.0,457.62,558.0,82793.25,6.0,Master,,West,Standard,0
63.0,209674.0,281.23,731.0,544.17,5.0,Bachelor,Student,South,Standard,1
33.0,14111.0,3.31,664.0,35148.35,6.0,,Employed,Central,Basic,0
37.0,43308.0,824.15,624.0,580.77,7.0,Bachelor,Employed,North,Standard,1
38.0,10000.0,65.53,778.0,50771.5,3.0,Bachelor,Employed,East,Standard,0
33.0,26390.0,356.63,428.0,90900.77,8.0,Bachelor,,South,Standard,0
42.0,50897.0,204.91,731.0,40789.03,4.0,Bachelor,Retired,West,Standard,0
28.0,18773.0,209.34,,87366.34,3.0,High School,Employed,North,Basic,0
23.0,58072.0,324.44,660.0,94757.88,4.0,High School,Employed,Central,Standard,0
49.0,29283.0,2908.44,727.0,23786.65,10.0,Bachelor,Employed,,Basic,1
49.0,91864.0,262.45,507.0,1015.5,3.0,Bachelor,,North,Premium,0
27.0,107948.0,100.65,748.0,73956.92,4.0,High School,,,Basic,0
53.0,,475.45,638.0,57901.03,,Master,Employed,East,Basic,0
30.0,,134.78,585.0,34714.89,7.0,High School,Employed,South,Premium,0
43.0,42056.0,55.77,667.0,36760.38,10.0,Master,Unemployed,East,Standard,1
52.0,59604.0,25.74,691.0,8097.73,8.0,High School,Unemployed,East,Premium,0
,,11.57,839.0,87106.74,7.0,,,Central,Basic,0
46.0,42284.0,282.08,634.0,24206.46,3.0,High School,Employed,North,Basic,0
32.0,29889.0,278.2,717.0,9710.45,12.0,Bachelor,Employed,Central,Basic,1
37.0,39822.0,102.62,659.0,77953.41,4.0,Bachelor,Retired,North,VIP,0
36.0,102575.0,766.28,678.0,48507.45,5.0,Bachelor,,Central,Premium,0
28.0,60892.0,69.21,629.0,76289.69,7.0,Bachelor,Employed,North,Premium,0
37.0,,1234.42,589.0,90187.49,5.0,Bachelor,Employed,Central,Basic,0
18.0,,442.85,680.0,38212.7,1.0,Bachelor,,North,Basic,0
32.0,,14.0,570.0,,4.0,High School,Employed,North,Standard,0
35.0,46866.0,1648.05,489.0,25323.94,2.0,Bachelor,Employed,Central,VIP,0
36.0,15242.0,184.04,658.0,5107.0,10.0,High School,Employed,South,Basic,0
36.0,100212.0,298.9,584.0,14915.48,0.0,Bachelor,,Central,Premium,1
39.0,10000.0,167.23,626.0,84894.71,4.0,Bachelor,Employed,North,Standard,0
47.0,,651.75,516.0,94142.02,2.0,Bachelor,Retired,North,Basic,0
53.0,90464.0,332.46,726.0,67691.31,8.0,High School,Employed,South,Basic,0
30.0,,71.0,434.0,73182.22,6.0,High School,,South,VIP,0
,50002.0,55.02,684.0,73148.57,4.0,Bachelor,Employed,North,VIP,0
24.0,21065.0,646.18,692.0,12335.57,6.0,Bachelor,,North,Basic,0
32.0,27036.0,135.3,665.0,4711.25,,,Self-Employed,North,Standard,0
34.0,77400.0,74.13,732.0,69839.93,2.0,High School,Employed,East,Basic,0
28.0,42550.0,346.0,555.0,3741.67,10.0,Master,,South,Basic,1
20.0,,811.68,806.0,81175.48,7.0,High School,Retired,Central,Basic,0
33.0,16628.0,163.41,578.0,59113.79,7.0,Bachelor,Employed,South,Premium,0
42.0,79242.0,161.78,702.0,11351.03,4.0,High School,Employed,East,VIP,1
,52008.0,897.53,795.0,65929.3,8.0,Bachelor,Employed,South,Standard,1
31.0,147047.0,79.99,,60630.7,6.0,Bachelor,Employed,North,Basic,0
33.0,139541.0,,592.0,37630.95,8.0,High School,Retired,Central,Standard,1
,27617.0,1550.7,713.0,81772.01,4.0,Other,Employed,North,Standard,1
39.0,,920.38,604.0,30460.83,4.0,High School,,West,Standard,0
27.0,,31.9,580.0,37790.97,3.0,Bachelor,Employed,Central,Premium,1
48.0,16812.0,192.77,705.0,69662.3,4.0,Bachelor,Student,Central,Standard,1
18.0,21874.0,76.79,710.0,75203.12,5.0,High School,Unemployed,West,Basic,1
34.0,10000.0,1490.33,647.0,27356.11,2.0,High School,Unemployed,South,Standard,0
44.0,131349.0,2132.27,655.0,1678.62,2.0,,Unemployed,West,Premium,1
42.0,130067.0,133.94,663.0,17630.38,6.0,PhD,Employed,South,Standard,1
80.0,16116.0,553.88,634.0,26319.66,6.0,Bachelor,Employed,North,Standard,1
45.0,,921.42,627.0,90500.73,7.0,Master,Employed,West,VIP,0
24.0,39202.0,133.08,541.0,89361.05,9.0,Bachelor,Employed,East,VIP,0
38.0,16843.0,103.93,591.0,66069.77,3.0,Bachelor,Employed,Central,Premium,1
18.0,,5.64,,70931.97,4.0,High School,,West,Standard,0
38.0,30690.0,265.48,818.0,62125.29,4.0,,Employed,South,Basic,0
,28089.0,1148.49,,77918.51,5.0,Other,Unemployed,South,Basic,0
53.0,26616.0,1166.42,610.0,35120.03,4.0,Bachelor,Employed,West,VIP,0
31.0,43398.0,68.34,,54670.61,7.0,High School,Self-Employed,Central,Premium,0
38.0,,114.3,483.0,67065.9,3.0,High School,Employed,East,VIP,0
30.0,28496.0,262.16,760.0,46842.9,4.0,Bachelor,Self-Employed,West,Premium,1
66.0,41620.0,758.49,692.0,77266.89,6.0,High School,,East,Premium,1
,64958.0,473.18,758.0,93258.75,5.0,High School,Unemployed,Central,Premium,0
67.0,56574.0,360.62,499.0,66380.04,4.0,Bachelor,Employed,North,VIP,1
52.0,,448.16,700.0,7467.08,3.0,,Employed,South,Standard,0
47.0,39226.0,50.57,821.0,61023.65,6.0,High School,Retired,North,Standard,0
45.0,,324.72,726.0,69631.54,3.0,Bachelor,Employed,East,Basic,0
45.0,14725.0,2418.13,695.0,28325.14,3.0,Bachelor,Employed,Central,Standard,0
18.0,99790.0,46.3,588.0,32176.78,10.0,Bachelor,Retired,West,Premium,0
35.0,114150.0,366.2,,59538.39,7.0,,Unemployed,East,Basic,0
52.0,20369.0,175.24,,70711.34,4.0,Master,Employed,North,Standard,0
39.0,42401.0,388.17,690.0,87143.0,10.0,Other,,Central,Basic,0
18.0,60707.0,426.45,566.0,76252.2,6.0,Bachelor,Employed,Central,Standard,1
39.0,23470.0,430.75,,13397.07,5.0,Master,Employed,South,VIP,0
65.0,53385.0,955.98,,34809.14,5.0,High School,Employed,South,Basic,1
58.0,41382.0,246.94,722.0,14876.56,4.0,PhD,Employed,East,Basic,1
39.0,11222.0,363.2,651.0,75694.13,4.0,Other,Student,South,Premium,0
54.0,,5.49,822.0,26644.87,3.0,High School,Employed,Central,Standard,1
34.0,15061.0,779.26,,12350.75,4.0,High School,Employed,East,Standard,0
18.0,76984.0,,741.0,9623.0,5.0,,,North,Premium,1
26.0,21227.0,847.92,604.0,11449.58,5.0,Bachelor,,South,Standard,0
63.0,31919.0,154.38,,24711.86,8.0,Bachelor,Employed,Central,VIP,0
35.0,108860.0,5.42,634.0,78235.49,6.0,,,South,Standard,1
36.0,,84.11,515.0,23772.78,9.0,Master,,West,Basic,1
35.0,15312.0,2123.15,675.0,28136.46,8.0,Master,,West,Premium,0
68.0,,192.69,658.0,88069.37,6.0,,,Central,Premium,0
64.0,22483.0,57.61,699.0,44231.5,8.0,,Self-Employed,East,Basic,0
73.0,49797.0,63.21,648.0,50882.79,4.0,High School,,Central,Premium,0
37.0,48370.0,185.78,626.0,272.23,6.0,Master,Student,East,Standard,0
44.0,18499.0,19.19,656.0,8210.76,3.0,High School,Employed,West,Standard,0
18.0,14274.0,358.2,740.0,74059.64,4.0,High School,Employed,North,Standard,0
62.0,45490.0,120.23,732.0,33346.31,10.0,High School,Employed,East,Basic,1
22.0,31398.0,366.27,752.0,14953.83,4.0,Master,Employed,Central,Premium,0
43.0,203979.0,75.86,469.0,42880.62,3.0,High School,,East,VIP,0
,37394.0,280.93,735.0,4509.77,3.0,Bachelor,Employed,Central,Standard,0
31.0,155034.0,455.55,705.0,70937.63,,High School,,South,Basic,1
27.0,14238.0,32.0,813.0,8019.24,5.0,Bachelor,Student,Central,Premium,0
30.0,10315.0,254.37,607.0,5487.47,5.0,Master,,South,Basic,0
31.0,14822.0,180.14,625.0,41970.1,2.0,Master,Self-Employed,South,Basic,0
31.0,94023.0,137.46,,58707.44,9.0,High School,Employed,North,Standard,0
52.0,147987.0,463.85,456.0,76389.77,6.0,Master,Retired,West,Premium,0
23.0,,444.02,430.0,7096.12,6.0,Other,Employed,East,Basic,0
43.0,25123.0,498.07,675.0,33481.97,3.0,Bachelor,,West,Basic,0
58.0,14254.0,,557.0,26856.58,5.0,High School,,Central,VIP,1
32.0,10000.0,,542.0,74375.84,4.0,Bachelor,Self-Employed,West,Basic,0
29.0,64519.0,117.66,693.0,36942.6,3.0,Bachelor,,,Basic,1
36.0,43408.0,388.81,522.0,62785.39,5.0,High School,Self-Employed,West,Premium,0
57.0,36621.0,309.08,705.0,48937.83,6.0,,Employed,East,Standard,1
42.0,11848.0,13402.36,,56965.84,3.0,Master,Employed,Central,Basic,0
32.0,134856.0,770.92,577.0,36562.75,3.0,High School,,North,Premium,1
47.0,24277.0,49.34,,23925.96,7.0,Other,Employed,South,Standard,0
23.0,55653.0,1842.38,551.0,5974.01,4.0,PhD,Employed,Central,Basic,0
50.0,,61.96,788.0,17346.92,6.0,,Student,North,,0
46.0,31181.0,741.56,641.0,17260.05,1.0,High School,Employed,North,Standard,0
35.0,45848.0,229.62,,93484.13,5.0,Bachelor,Self-Employed,North,Standard,1
27.0,47176.0,1002.21,700.0,93738.07,5.0,Bachelor,,East,Premium,0
26.0,41098.0,38.53,735.0,25580.13,7.0,Master,,North,Basic,0
,53939.0,234.78,608.0,10564.18,1.0,High School,,North,Premium,0
58.0,,,705.0,28171.82,6.0,High School,Employed,Central,Standard,1
30.0,42527.0,2492.27,710.0,,3.0,Bachelor,Student,North,Basic,0
46.0,,2118.5,767.0,87076.61,8.0,Bachelor,,,Standard,0
18.0,43710.0,105.24,612.0,50110.17,7.0,Bachelor,Employed,Central,Basic,0
31.0,38479.0,497.05,710.0,54011.9,2.0,High School,Self-Employed,West,Basic,0
39.0,13113.0,383.42,,45870.36,6.0,Bachelor,,South,Basic,0
26.0,12654.0,83.84,684.0,18280.56,6.0,High School,Employed,North,Standard,0
25.0,10000.0,91.83,,4977.38,3.0,Bachelor,Employed,North,Standard,0
29.0,69844.0,2266.51,,62139.69,4.0,Bachelor,Employed,Central,VIP,1
44.0,70412.0,301.41,733.0,79872.99,5.0,Bachelor,Student,West,VIP,1
37.0,71313.0,67.22,702.0,74934.73,3.0,Bachelor,Unemployed,North,Standard,1
18.0,46417.0,10647.83,601.0,90029.55,7.0,Bachelor,Unemployed,,Basic,0
18.0,10000.0,156.23,781.0,81364.79,6.0,Master,Student,East,Basic,1
30.0,15972.0,357.61,645.0,28757.61,8.0,Master,,South,Basic,1
46.0,41619.0,204.4,688.0,11681.37,3.0,Master,Student,South,Standard,0
18.0,,,,43073.38,6.0,Master,Student,South,Standard,0
32.0,30387.0,91.06,624.0,34830.79,6.0,Bachelor,Employed,Central,Basic,0
32.0,48782.0,197.8,655.0,72858.27,5.0,Bachelor,Unemployed,South,Premium,0
,36655.0,36.46,579.0,6797.35,9.0,Bachelor,Employed,North,Basic,0
34.0,39999.0,1102.32,597.0,94301.01,2.0,Bachelor,Student,West,Premium,0
45.0,21780.0,110.79,692.0,95716.82,8.0,Bachelor,Employed,East,Basic,1
42.0,79666.0,707.14,733.0,8834.48,10.0,Bachelor,Student,North,Standard,1
18.0,25729.0,215.05,533.0,43396.37,2.0,,,East,Premium,0
51.0,,321.6,833.0,89914.58,8.0,Bachelor,,North,Premium,0
43.0,19598.0,172.13,580.0,18728.13,7.0,Bachelor,Employed,Central,Standard,1
47.0,27480.0,596.09,567.0,69221.39,4.0,High School,Employed,East,Basic,0
80.0,80434.0,930.7,772.0,71121.42,5.0,Bachelor,Employed,West,Standard,0
18.0,35108.0,168.63,705.0,23359.71,5.0,Bachelor,Employed,Central,Standard,0
65.0,31290.0,138.68,727.0,616.63,2.0,Master,Employed,South,VIP,0
35.0,13374.0,571.97,582.0,66446.89,5.0,Master,,Central,VIP,1
44.0,68076.0,108.55,686.0,61725.65,7.0,Master,Unemployed,West,Premium,0
39.0,21556.0,510.6,850.0,64970.91,1.0,High School,,East,Premium,0
33.0,33522.0,,,15644.35,4.0,Bachelor,Retired,Central,Basic,0
31.0,118675.0,,708.0,60373.43,6.0,Master,,South,Basic,0
44.0,54557.0,5253.56,588.0,54167.46,2.0,Bachelor,Employed,West,Basic,0
18.0,,14857.13,566.0,45255.52,4.0,Master,Employed,South,VIP,0
51.0,10000.0,523.63,630.0,77692.27,7.0,Master,Employed,West,Standard,0
33.0,34494.0,295.8,,38829.81,4.0,High School,Employed,North,Standard,0
23.0,13763.0,122.38,636.0,35326.72,3.0,Bachelor,Retired,North,,1
33.0,61012.0,218.0,644.0,54100.56,3.0,Bachelor,Self-Employed,East,Premium,1
58.0,37564.0,338.74,826.0,94419.23,3.0,Other,Student,North,VIP,0
31.0,41452.0,48.01,786.0,34425.74,4.0,Master,Employed,South,Standard,1
45.0,20632.0,1580.42,663.0,44533.0,4.0,Other,Retired,North,Basic,0
29.0,,547.65,657.0,26632.29,9.0,Master,Employed,West,Standard,0
51.0,352947.0,54.09,766.0,67961.25,9.0,Bachelor,Employed,Central,VIP,1
50.0,29060.0,865.41,708.0,36408.52,8.0,Other,Employed,Central,Premium,0
67.0,48167.0,194.71,671.0,69269.67,6.0,Bachelor,Retired,North,Standard,0
37.0,,454.16,829.0,14571.02,5.0,Bachelor,Student,West,Standard,0
50.0,29503.0,162.27,580.0,26376.44,6.0,Other,Unemployed,South,Basic,0
41.0,18663.0,661.01,648.0,20630.68,7.0,Bachelor,Employed,West,Standard,0
59.0,15245.0,641.89,639.0,77740.27,3.0,High School,Retired,East,Standard,0
29.0,14640.0,401.53,687.0,8956.78,10.0,Bachelor,Self-Employed,South,Premium,1
51.0,50221.0,137.83,565.0,25194.6,9.0,Bachelor,Employed,South,Basic,0
37.0,23962.0,146.32,687.0,50739.03,2.0,Master,,South,Premium,1
39.0,10000.0,,,8782.5,3.0,Bachelor,Employed,,Standard,0
41.0,51838.0,78.33,,1105.52,7.0,Bachelor,Employed,South,Basic,0
43.0,35220.0,205.98,625.0,69114.24,5.0,PhD,Student,West,Basic,1
38.0,106653.0,576.57,604.0,61357.91,6.0,Master,Employed,Central,Premium,1
43.0,,888.47,705.0,841.49,9.0,Bachelor,Employed,East,Basic,0
63.0,11126.0,202.17,659.0,4853.56,6.0,Bachelor,Self-Employed,West,Standard,0
54.0,,133.02,629.0,21937.08,5.0,Bachelor,Employed,West,Standard,1
53.0,,893.81,634.0,90617.89,2.0,Other,,East,Basic,0
33.0,22024.0,14619.05,611.0,65272.69,5.0,Bachelor,Retired,South,Basic,0
26.0,77228.0,263.83,814.0,80500.03,3.0,High School,Employed,East,Basic,0
54.0,36058.0,13.64,693.0,75947.82,1.0,High School,Employed,North,Basic,0
53.0,89944.0,593.66,711.0,98302.5,5.0,High School,Employed,South,Basic,0
62.0,12583.0,766.32,691.0,95015.71,6.0,High School,Employed,North,,0
30.0,78606.0,9.09,672.0,6730.62,4.0,Master,Retired,Central,Premium,0
36.0,64653.0,451.97,616.0,2268.83,6.0,Bachelor,Self-Employed,South,Basic,1
18.0,10000.0,,594.0,49706.86,6.0,High School,,East,Standard,0
34.0,104620.0,237.98,616.0,27172.54,5.0,Bachelor,Self-Employed,North,Premium,1
54.0,39134.0,692.68,702.0,50456.65,4.0,High School,Employed,West,Standard,0
33.0,49693.0,279.46,615.0,9067.33,3.0,High School,Employed,North,Standard,0
49.0,,564.7,753.0,90886.25,3.0,Bachelor,,West,Standard,0
37.0,100729.0,363.99,785.0,77409.98,4.0,High School,Employed,North,Basic,1
44.0,14063.0,142.82,,55211.65,2.0,Bachelor,Employed,East,Basic,0
22.0,70662.0,466.34,778.0,46507.1,4.0,Bachelor,,West,Basic,0
41.0,70016.0,667.63,561.0,46849.41,4.0,High School,,Central,VIP,1
18.0,16658.0,1823.02,629.0,61646.79,2.0,,Retired,South,Basic,0
,,239.11,661.0,54534.1,4.0,Bachelor,Student,North,Premium,0
18.0,43705.0,33.32,,48223.8,8.0,Master,,Central,Premium,1
58.0,61274.0,2210.23,595.0,67925.68,4.0,Bachelor,Self-Employed,East,Premium,0
51.0,10703.0,488.83,663.0,76498.09,5.0,Bachelor,,East,Basic,0
47.0,197636.0,1463.57,552.0,64295.37,3.0,Bachelor,Employed,North,Standard,0
62.0,,54.81,548.0,39138.73,,High School,Self-Employed,North,VIP,1
25.0,82446.0,209.3,798.0,41432.4,4.0,Bachelor,Student,North,VIP,0
66.0,16386.0,71.9,660.0,9853.18,4.0,Bachelor,Retired,West,Basic,0
53.0,22132.0,902.45,730.0,41454.54,4.0,Master,Unemployed,North,VIP,1
36.0,68254.0,1061.56,804.0,78579.23,7.0,High School,Employed,East,VIP,1
57.0,82622.0,347.89,715.0,6647.05,6.0,Master,Self-Employed,West,Premium,1
23.0,13134.0,103.27,609.0,17551.94,6.0,High School,Retired,West,Premium,0
27.0,,67.98,602.0,84261.66,6.0,High School,Employed,Central,Premium,1
30.0,83782.0,443.57,692.0,56794.75,3.0,Master,Self-Employed,North,Standard,1
32.0,17148.0,352.99,,67119.9,6.0,High School,Employed,North,Premium,1
24.0,130472.0,593.38,671.0,32155.9,4.0,Master,Retired,,Basic,0
58.0,11322.0,182.07,711.0,48879.92,0.0,Other,Employed,North,VIP,0
36.0,22030.0,257.39,640.0,76157.63,9.0,Bachelor,,West,Standard,0
45.0,53273.0,10.8,651.0,87604.34,2.0,Bachelor,,Central,Premium,1
31.0,18345.0,470.99,616.0,,4.0,Bachelor,Employed,West,Basic,0
18.0,44848.0,275.08,580.0,85102.55,7.0,Bachelor,Employed,South,Basic,1
44.0,44040.0,1261.4,579.0,6748.32,8.0,Bachelor,Employed,West,Standard,0
18.0,31267.0,513.31,620.0,34335.68,6.0,Bachelor,Unemployed,North,Basic,0
38.0,,254.33,708.0,74888.96,7.0,,,North,Basic,0
19.0,30251.0,,,41795.32,6.0,High School,Employed,Central,Standard,0
69.0,43705.0,1178.44,616.0,43637.09,5.0,Bachelor,Employed,West,Basic,0
53.0,90869.0,8.2,629.0,79431.37,3.0,High School,,South,Standard,1
41.0,68360.0,197.94,504.0,83341.89,5.0,Bachelor,Retired,North,VIP,1
58.0,68105.0,1436.81,607.0,79140.83,5.0,,,West,Premium,0
,14481.0,530.71,710.0,35462.46,3.0,High School,Self-Employed,East,VIP,0
48.0,55261.0,380.41,557.0,22801.36,6.0,Bachelor,Employed,,VIP,0
42.0,,113.79,524.0,,6.0,Bachelor,,North,Premium,0
43.0,13028.0,896.0,551.0,70138.35,6.0,Bachelor,Employed,Central,VIP,1
59.0,34290.0,114.2,,36471.46,6.0,Bachelor,,East,Premium,1
50.0,17616.0,142.68,644.0,5538.23,6.0,High School,Employed,Central,Standard,0
44.0,68356.0,106.5,668.0,80075.69,9.0,Bachelor,Retired,South,Basic,1
18.0,69677.0,86.08,706.0,6342.72,3.0,PhD,Self-Employed,West,Standard,1
